,0,1,2,3,4,5,6,7,8
342,ФИО_342,2,t,"АО ""РАСУ""",2,2,t,"АО ""РАСУ""",2.0
343,ФИО_343,45.5,t,Экологические решения,2,45.5,t,Экологические решения,2.0
344,ФИО_344,70.78,t,НИКИМТ,3,70.78,t,НИКИМТ,3.0
345,ФИО_345,64.96,t,НИЯУ МИФИ 2,2,64.96,t,НИЯУ МИФИ 2,2.0
346,ФИО_346,64.88,t,"ЯОК ""ЭХП""",7,64.88,t,"ЯОК ""ЭХП""",7.0
347,ФИО_347,57.8,s,57.8,s,,,,
348,ФИО_348,25.6,s,25.6,s,,,,
349,ФИО_349,55.99,t,Маяк-2,4,55.99,t,Маяк-2,4.0
350,ФИО_350,41.31,t,"Клабуков/Кутергин АО ""ТВЭЛ"" 2",2,41.31,t,"Клабуков/Кутергин АО ""ТВЭЛ"" 2",2.0
351,ФИО_351,62.5,s,62.5,s,,,,
352,ФИО_352,69.17,s,69.17,s,,,,
353,ФИО_353,59.78,t,"АО ""КОНСИСТ-ОС""",2,59.78,t,"АО ""КОНСИСТ-ОС""",2.0
354,ФИО_354,73.31,s,73.31,s,,,,
355,ФИО_355,62.61,t,"АО ""Гринатом""",3,62.61,t,"АО ""Гринатом""",3.0
356,ФИО_356,5,t,ГСПИ_1,4,5,t,ГСПИ_1,4.0
357,ФИО_357,62.28,s,62.28,s,,,,
358,ФИО_358,69.04,t,ЛУЧ,3,69.04,t,ЛУЧ,3.0
359,ФИО_359,49.36,t,"АО ""ТВЭЛ"" 1",2,49.36,t,"АО ""ТВЭЛ"" 1",2.0
360,ФИО_360,56.95,s,56.95,s,,,,
361,ФИО_361,31.55,s,31.55,s,,,,
362,ФИО_362,50.23,s,50.23,s,,,,
363,ФИО_363,56.03,t,"Команда ""АСЭ""",7,56.03,t,"Команда ""АСЭ""",7.0
364,ФИО_364,55.14,s,55.14,s,,,,
365,ФИО_365,17.82,s,17.82,s,,,,
366,ФИО_366,48.14,s,48.14,s,,,,
367,ФИО_367,43.52,t,"АО ""ТВЭЛ"" 2",2,43.52,t,"АО ""ТВЭЛ"" 2",2.0
368,ФИО_368,82.07,t,Маяк-1,4,82.07,t,Маяк-1,4.0
369,ФИО_369,66.96,s,66.96,s,,,,
370,ФИО_370,64.11,t,АО АСЭ-1,2,64.11,t,АО АСЭ-1,2.0
371,ФИО_371,57.34,t,НВАЭС,3,57.34,t,НВАЭС,3.0
372,ФИО_372,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
373,ФИО_373,44.7,s,44.7,s,,,,
374,ФИО_374,42.69,t,"АО ""ТВЭЛ"" 1",7,42.69,t,"АО ""ТВЭЛ"" 1",7.0
375,ФИО_375,89.85,t,АСЭ,2,89.85,t,АСЭ,2.0
376,ФИО_376,5,t,ГСПИ_2,4,5,t,ГСПИ_2,4.0
377,ФИО_377,38.05,s,38.05,s,,,,
378,ФИО_378,89,s,89,s,,,,
379,ФИО_379,8.92,s,8.92,s,,,,
380,ФИО_380,41.88,t,Концерн команда-2,7,41.88,t,Концерн команда-2,7.0
381,ФИО_381,60.98,s,60.98,s,,,,
382,ФИО_382,44.8,t,"ФГУП ""ПСЗ"" - 2",2,44.8,t,"ФГУП ""ПСЗ"" - 2",2.0
383,ФИО_383,56.03,t,"Команда ""АСЭ""",7,56.03,t,"Команда ""АСЭ""",7.0
384,ФИО_384,48.38,s,48.38,s,,,,
385,ФИО_385,55.11,s,55.11,s,,,,
386,ФИО_386,32.22,s,32.22,s,,,,
387,ФИО_387,69.17,t,АСЭ Team-1,3,69.17,t,АСЭ Team-1,3.0
388,ФИО_388,59.05,s,59.05,s,,,,
389,ФИО_389,56.75,s,56.75,s,,,,
390,ФИО_390,41.88,t,Концерн команда-2,7,41.88,t,Концерн команда-2,7.0
391,ФИО_391,46.08,s,46.08,s,,,,
392,ФИО_392,28.33,s,28.33,s,,,,
393,ФИО_393,80.91,t,ЭХП,3,80.91,t,ЭХП,3.0
394,ФИО_394,51.81,t,ВНИИА им.Духова,3,51.81,t,ВНИИА им.Духова,3.0
395,ФИО_395,62.61,t,"АО ""Гринатом""",3,62.61,t,"АО ""Гринатом""",3.0
396,ФИО_396,57.83,t,"Команда АО ""Гринатом""",3,57.83,t,"Команда АО ""Гринатом""",3.0
397,ФИО_397,22,t,"АО ""РИР"" Team-1",3,22,t,"АО ""РИР"" Team-1",3.0
398,ФИО_398,62.8,s,62.8,s,,,,
399,ФИО_399,56,s,56,s,,,,
400,ФИО_400,54.71,t,АЭП_2_Енотики_и_точка,4,54.71,t,АЭП_2_Енотики_и_точка,4.0
401,ФИО_401,54.43,s,54.43,s,,,,
402,ФИО_402,85.35,t,Концерн,2,85.35,t,Концерн,2.0
403,ФИО_403,68.39,t,"Команда ""АЭМ-1""",7,68.39,t,"Команда ""АЭМ-1""",7.0
404,ФИО_404,41.3,s,41.3,s,,,,
405,ФИО_405,57.34,t,НВАЭС,3,57.34,t,НВАЭС,3.0
406,ФИО_406,46.79,t,Чарли,2,46.79,t,Чарли,2.0
407,ФИО_407,41.87,s,41.87,s,,,,
408,ФИО_408,10.95,s,10.95,s,,,,
409,ФИО_409,57.83,t,"Команда АО ""Гринатом""",3,57.83,t,"Команда АО ""Гринатом""",3.0
410,ФИО_410,75.22,t,СТАРТ,2,75.22,t,СТАРТ,2.0
411,ФИО_411,10.23,t,НИЯУ МИФИ,2,10.23,t,НИЯУ МИФИ,2.0
412,ФИО_412,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт""",2,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт""",2.0
413,ФИО_413,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
414,ФИО_414,41.9,s,41.9,s,,,,
415,ФИО_415,44.1,s,44.1,s,,,,
416,ФИО_416,69.12,t,МИФИ,3,69.12,t,МИФИ,3.0
417,ФИО_417,5.73,t,"АО ""РИР+АО ""ИРМ"" + ОКБ Гидропресс",2,5.73,t,"АО ""РИР+АО ""ИРМ"" + ОКБ Гидропресс",2.0
418,ФИО_418,25.72,s,25.72,s,,,,
419,ФИО_419,54.01,s,54.01,s,,,,
420,ФИО_420,74.25,t,"АО ""ТВЭЛ"" 1",2,74.25,t,"АО ""ТВЭЛ"" 1",2.0
421,ФИО_421,83.44,t,"АО ""ТВЭЛ""",3,83.44,t,"АО ""ТВЭЛ""",3.0
422,ФИО_422,19,t,НИЯУ МИФИ,3,19,t,НИЯУ МИФИ,3.0
423,ФИО_423,40.57,s,40.57,s,,,,
424,ФИО_424,43.96,s,43.96,s,,,,
425,ФИО_425,46.25,t,№ 1,2,46.25,t,№ 1,2.0
426,ФИО_426,40.6,s,40.6,s,,,,
427,ФИО_427,5,t,ВНИПИ_1,4,5,t,ВНИПИ_1,4.0
428,ФИО_428,43.23,s,43.23,s,,,,
429,ФИО_429,42.51,s,42.51,s,,,,
430,ФИО_430,52.8,s,52.8,s,,,,
431,ФИО_431,59.39,t,"ЯОК ""МАЯК""",7,59.39,t,"ЯОК ""МАЯК""",7.0
432,ФИО_432,58.04,t,Юматекс,2,58.04,t,Юматекс,2.0
433,ФИО_433,82.07,t,Маяк-1,4,82.07,t,Маяк-1,4.0
434,ФИО_434,34.83,s,34.83,s,,,,
435,ФИО_435,41.43,s,41.43,s,,,,
436,ФИО_436,59.39,t,"ЯОК ""МАЯК""",7,59.39,t,"ЯОК ""МАЯК""",7.0
437,ФИО_437,44.6,s,44.6,s,,,,
438,ФИО_438,64.1,t,ТВЭЛ,4,64.1,t,ТВЭЛ,4.0
439,ФИО_439,57.71,s,57.71,s,,,,
440,ФИО_440,40.69,s,40.69,s,,,,
441,ФИО_441,15.11,s,15.11,s,,,,
442,ФИО_442,19.04,t,"Галкина/Озеров ""АЭМ-""ЦКБМ-1""",2,19.04,t,"Галкина/Озеров ""АЭМ-""ЦКБМ-1""",2.0
443,ФИО_443,45.29,s,45.29,s,,,,
444,ФИО_444,19,t,НИЯУ МИФИ,3,19,t,НИЯУ МИФИ,3.0
445,ФИО_445,31.61,s,31.61,s,,,,
446,ФИО_446,54.385,t,АЭП_1_ЛюBIMки,4,54.385,t,АЭП_1_ЛюBIMки,4.0
447,ФИО_447,43,t,ЯОК МАЯК,3,43,t,ЯОК МАЯК,3.0
448,ФИО_448,56.36,t,"АО ""ТВЭЛ"" 2",3,56.36,t,"АО ""ТВЭЛ"" 2",3.0
449,ФИО_449,31.33333333,t,"Рабочее место 1   АО ""ТВЭЛ"" 2",2,31.33333333,t,"Рабочее место 1   АО ""ТВЭЛ"" 2",2.0
450,ФИО_450,13.06,s,13.06,s,,,,
451,ФИО_451,49.74,s,49.74,s,,,,
452,ФИО_452,5,t,МАЯК_2_Фрэшмены,3,5,t,МАЯК_2_Фрэшмены,3.0
453,ФИО_453,45.84,t,"ФГУП ""ПСЗ""",2,45.84,t,"ФГУП ""ПСЗ""",2.0
454,ФИО_454,40.34,t,"Команда ""АЭМ-ЦКБМ""",3,40.34,t,"Команда ""АЭМ-ЦКБМ""",3.0
455,ФИО_455,86.61,t,Нововоронежская АЭС,4,86.61,t,Нововоронежская АЭС,4.0
456,ФИО_456,5,t,ГСПИ_2,4,5,t,ГСПИ_2,4.0
457,ФИО_457,9.58,t,Концерн,2,9.58,t,Концерн,2.0
458,ФИО_458,65.57,t,ГХК,4,65.57,t,ГХК,4.0
459,ФИО_459,58.83,t,"Команда ""АЭМ-2""",7,58.83,t,"Команда ""АЭМ-2""",7.0
460,ФИО_460,65.57,t,ГХК,4,65.57,t,ГХК,4.0
461,ФИО_461,58.83,t,"Команда ""АЭМ-2""",7,58.83,t,"Команда ""АЭМ-2""",7.0
462,ФИО_462,82.07,t,Маяк-1,4,82.07,t,Маяк-1,4.0
463,ФИО_463,41.65,s,41.65,s,,,,
464,ФИО_464,59.4,s,59.4,s,,,,
465,ФИО_465,21.96,s,21.96,s,,,,
466,ФИО_466,17.28,t,"Команда АО ""Гринатом""",2,17.28,t,"Команда АО ""Гринатом""",2.0
467,ФИО_467,40.31,t,ИАТЭ МИФИ,4,40.31,t,ИАТЭ МИФИ,4.0
468,ФИО_468,49.36,t,"АО ""ТВЭЛ"" 1",2,49.36,t,"АО ""ТВЭЛ"" 1",2.0
469,ФИО_469,50.96,s,50.96,s,,,,
470,ФИО_470,69.17,t,АСЭ Team-1,3,69.17,t,АСЭ Team-1,3.0
471,ФИО_471,48.92,s,48.92,s,,,,
472,ФИО_472,15,t,Экологические решения,3,15,t,Экологические решения,3.0
473,ФИО_473,31.57,t,"АО ""КОНЦЕРН ТИТАН-2""",2,31.57,t,"АО ""КОНЦЕРН ТИТАН-2""",2.0
474,ФИО_474,44.91,t,"АО ""РАСУ""",2,44.91,t,"АО ""РАСУ""",2.0
475,ФИО_475,56.55,s,56.55,s,,,,
476,ФИО_476,56.5,t,Альфа,2,56.5,t,Альфа,2.0
477,ФИО_477,31.71,t,ООО ГПН ИТО,2,31.71,t,ООО ГПН ИТО,2.0
478,ФИО_478,77.88,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 1",3,77.88,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 1",3.0
479,ФИО_479,60.49,s,60.49,s,,,,
480,ФИО_480,60.92,t,"Команда ""АЭМ""",2,60.92,t,"Команда ""АЭМ""",2.0
481,ФИО_481,52.75,s,52.75,s,,,,
482,ФИО_482,19.92,s,19.92,s,,,,
483,ФИО_483,65.17,t,Экологические решения,3,65.17,t,Экологические решения,3.0
484,ФИО_484,25.52,s,25.52,s,,,,
485,ФИО_485,51.1,s,51.1,s,,,,
486,ФИО_486,54.385,t,АЭП_1_ЛюBIMки,4,54.385,t,АЭП_1_ЛюBIMки,4.0
487,ФИО_487,45.48,s,45.48,s,,,,
488,ФИО_488,53.65,t,"ФГУП ""ПСЗ"" - 1",2,53.65,t,"ФГУП ""ПСЗ"" - 1",2.0
489,ФИО_489,68.2,t,АЭХК,4,68.2,t,АЭХК,4.0
490,ФИО_490,68.2,t,АЭХК,4,68.2,t,АЭХК,4.0
491,ФИО_491,33.48,s,33.48,s,,,,
492,ФИО_492,24.24,s,24.24,s,,,,
493,ФИО_493,60.91,s,60.91,s,,,,
494,ФИО_494,6,s,6,s,,,,
495,ФИО_495,66.4,s,66.4,s,,,,
496,ФИО_496,56.36,t,"АО ""ТВЭЛ"" 2",3,56.36,t,"АО ""ТВЭЛ"" 2",3.0
497,ФИО_497,86.61,t,Нововоронежская АЭС,4,86.61,t,Нововоронежская АЭС,4.0
498,ФИО_498,34.28,s,34.28,s,,,,
499,ФИО_499,38.67,s,38.67,s,,,,
500,ФИО_500,63.66,s,63.66,s,,,,
501,ФИО_501,27.67,s,27.67,s,,,,
502,ФИО_502,50.4,s,50.4,s,,,,
503,ФИО_503,36.17,s,36.17,s,,,,
504,ФИО_504,44.17,t,"ООО ""ГПН-ЦР""",2,44.17,t,"ООО ""ГПН-ЦР""",2.0
505,ФИО_505,62.48,s,62.48,s,,,,
506,ФИО_506,51.02,s,51.02,s,,,,
507,ФИО_507,39.52,s,39.52,s,,,,
508,ФИО_508,63.9,t,"АО ""ТВЭЛ"" 1",3,63.9,t,"АО ""ТВЭЛ"" 1",3.0
509,ФИО_509,63.82,s,63.82,s,,,,
510,ФИО_510,26.28,s,26.28,s,,,,
511,ФИО_511,56.52,s,56.52,s,,,,
512,ФИО_512,60.92,t,"Команда ""АЭМ""",2,60.92,t,"Команда ""АЭМ""",2.0
513,ФИО_513,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
514,ФИО_514,47,s,47,s,,,,
515,ФИО_515,54.05,s,54.05,s,,,,
516,ФИО_516,57.83,t,"Команда АО ""Гринатом""",3,57.83,t,"Команда АО ""Гринатом""",3.0
517,ФИО_517,26.76,s,26.76,s,,,,
518,ФИО_518,44.88,t,"АО ""Атомэнергомаш""",2,44.88,t,"АО ""Атомэнергомаш""",2.0
519,ФИО_519,38.18,s,38.18,s,,,,
520,ФИО_520,44.8,t,"ФГУП ""ПСЗ"" - 2",2,44.8,t,"ФГУП ""ПСЗ"" - 2",2.0
521,ФИО_521,54.18,s,54.18,s,,,,
522,ФИО_522,8.62,t,"АО ""ТВЭЛ""",2,8.62,t,"АО ""ТВЭЛ""",2.0
523,ФИО_523,4.88,s,4.88,s,,,,
524,ФИО_524,69.11,t,"АО ""ЕВРАЗ ЗСМК""",2,69.11,t,"АО ""ЕВРАЗ ЗСМК""",2.0
525,ФИО_525,5,t,"АО ""ЕВРАЗ ЗСМК""",4,5,t,"АО ""ЕВРАЗ ЗСМК""",4.0
526,ФИО_526,75.22,t,СТАРТ,2,75.22,t,СТАРТ,2.0
527,ФИО_527,49.83,s,49.83,s,,,,
528,ФИО_528,68.1,s,68.1,s,,,,
529,ФИО_529,40.59111111,t,"Рабочее место 3   АО ""ТВЭЛ"" 1",2,40.59111111,t,"Рабочее место 3   АО ""ТВЭЛ"" 1",2.0
530,ФИО_530,64.11,t,АО АСЭ-1,2,64.11,t,АО АСЭ-1,2.0
531,ФИО_531,17.4,s,17.4,s,,,,
532,ФИО_532,18.48,t,ГУАП,2,18.48,t,ГУАП,2.0
533,ФИО_533,54.5,s,54.5,s,,,,
534,ФИО_534,19.47,t,"Салоп,Хвостиков ""АЭМ-""ЦКБМ-2""",2,19.47,t,"Салоп,Хвостиков ""АЭМ-""ЦКБМ-2""",2.0
535,ФИО_535,46.25,t,№ 1,2,46.25,t,№ 1,2.0
536,ФИО_536,5,t,ВНИПИ_в_координатах,4,5,t,ВНИПИ_в_координатах,4.0
537,ФИО_537,87.3,t,Сафронов/Шорников ЯОК,2,87.3,t,Сафронов/Шорников ЯОК,2.0
538,ФИО_538,45.76,s,45.76,s,,,,
539,ФИО_539,59.8,t,"Команда ""АЭМ-ЦКБМ""",3,59.8,t,"Команда ""АЭМ-ЦКБМ""",3.0
540,ФИО_540,58.04,t,Юматекс,2,58.04,t,Юматекс,2.0
541,ФИО_541,,,,,,,,
542,ФИО_542,55.99,t,Маяк-2,4,55.99,t,Маяк-2,4.0
543,ФИО_543,52.7,s,52.7,s,,,,
544,ФИО_544,54.7,s,54.7,s,,,,
545,ФИО_545,19.18,t,ЛУЧTimes,2,19.18,t,ЛУЧTimes,2.0
546,ФИО_546,74.5,t,№4,2,74.5,t,№4,2.0
547,ФИО_547,66.41,s,66.41,s,,,,
548,ФИО_548,40.31,t,ИАТЭ МИФИ,4,40.31,t,ИАТЭ МИФИ,4.0
549,ФИО_549,63.9,t,"АО ""ТВЭЛ"" 1",3,63.9,t,"АО ""ТВЭЛ"" 1",3.0
550,ФИО_550,42.8,s,42.8,s,,,,
551,ФИО_551,2,t,"АО ""РАСУ""",2,2,t,"АО ""РАСУ""",2.0
552,ФИО_552,43,t,ЯОК МАЯК,3,43,t,ЯОК МАЯК,3.0
553,ФИО_553,53.4,s,53.4,s,,,,
554,ФИО_554,31.71,t,ООО ГПН ИТО,2,31.71,t,ООО ГПН ИТО,2.0
555,ФИО_555,37.9,s,37.9,s,,,,
556,ФИО_556,62.02,t,"АО ""ТВЭЛ"" 2",4,62.02,t,"АО ""ТВЭЛ"" 2",4.0
557,ФИО_557,13.35,t,"АО ""РИР"" + Петрозаводскмаш (АЭМ)",2,13.35,t,"АО ""РИР"" + Петрозаводскмаш (АЭМ)",2.0
558,ФИО_558,17.55,s,17.55,s,,,,
559,ФИО_559,46.68,s,46.68,s,,,,
560,ФИО_560,83.44,t,"АО ""ТВЭЛ""",3,83.44,t,"АО ""ТВЭЛ""",3.0
561,ФИО_561,56.03,t,"Команда ""АСЭ""",7,56.03,t,"Команда ""АСЭ""",7.0
562,ФИО_562,11.3,s,11.3,s,,,,
563,ФИО_563,27.64,s,27.64,s,,,,
564,ФИО_564,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2",3,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2",3.0
565,ФИО_565,44.54,t,"АО ""ТВЭЛ"" 2",7,44.54,t,"АО ""ТВЭЛ"" 2",7.0
566,ФИО_566,31.29,s,31.29,s,,,,
567,ФИО_567,64.88,t,"ЯОК ""ЭХП""",7,64.88,t,"ЯОК ""ЭХП""",7.0
568,ФИО_568,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
569,ФИО_569,68.39,t,"Команда ""АЭМ-1""",7,68.39,t,"Команда ""АЭМ-1""",7.0
570,ФИО_570,43.67,t,ЯОК ЭХП,3,43.67,t,ЯОК ЭХП,3.0
571,ФИО_571,69.11,t,"АО ""ЕВРАЗ ЗСМК""",2,69.11,t,"АО ""ЕВРАЗ ЗСМК""",2.0
572,ФИО_572,38.12,s,38.12,s,,,,
573,ФИО_573,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2",3,81.83,t,"АО ""КОНЦЕРН ТИТАН 2"" Команд 2",3.0
574,ФИО_574,44.54,t,"АО ""ТВЭЛ"" 2",7,44.54,t,"АО ""ТВЭЛ"" 2",7.0
575,ФИО_575,44.17,t,"ООО ""ГПН-ЦР""",2,44.17,t,"ООО ""ГПН-ЦР""",2.0
576,ФИО_576,15,t,Экологические решения,3,15,t,Экологические решения,3.0
577,ФИО_577,37.11333333,t,Рабочее место 9 МАЯК ЯОК-1,2,37.11333333,t,Рабочее место 9 МАЯК ЯОК-1,2.0
578,ФИО_578,16.59,s,16.59,s,,,,
579,ФИО_579,31.01,s,31.01,s,,,,
580,ФИО_580,7.34,t,НИТИ,2,7.34,t,НИТИ,2.0
581,ФИО_581,36.47,s,36.47,s,,,,
582,ФИО_582,2.38,t,ФГБОУ НИУ МЭИ,2,2.38,t,ФГБОУ НИУ МЭИ,2.0
583,ФИО_583,58.83,t,"Команда ""АЭМ-2""",7,58.83,t,"Команда ""АЭМ-2""",7.0
584,ФИО_584,49.94111111,t,Рабочее место 4  Концерн команда 1,2,49.94111111,t,Рабочее место 4  Концерн команда 1,2.0
585,ФИО_585,81.3,s,81.3,s,,,,
586,ФИО_586,74.7,s,74.7,s,,,,
587,ФИО_587,43.67,t,ЯОК ЭХП,3,43.67,t,ЯОК ЭХП,3.0
588,ФИО_588,11.41,t,ГПН ЦР,2,11.41,t,ГПН ЦР,2.0
589,ФИО_589,54.71,t,АЭП_2_Енотики_и_точка,4,54.71,t,АЭП_2_Енотики_и_точка,4.0
590,ФИО_590,4.58,t,ФГУП РФЯЦ-ВНИИЭФ ЯОК,2,4.58,t,ФГУП РФЯЦ-ВНИИЭФ ЯОК,2.0
591,ФИО_591,37.5,s,37.5,s,,,,
592,ФИО_592,41.88,t,Концерн команда-2,7,41.88,t,Концерн команда-2,7.0
593,ФИО_593,47.67,s,47.67,s,,,,
594,ФИО_594,43.52,t,"АО ""ТВЭЛ"" 2",2,43.52,t,"АО ""ТВЭЛ"" 2",2.0
595,ФИО_595,79.38,t,"АО ""РИР""",3,79.38,t,"АО ""РИР""",3.0
596,ФИО_596,48.1,s,48.1,s,,,,
597,ФИО_597,5,t,МИФИ,4,5,t,МИФИ,4.0
598,ФИО_598,58.71,t,ВНИИЭФ,2,58.71,t,ВНИИЭФ,2.0
599,ФИО_599,64.88,t,"ЯОК ""ЭХП""",7,64.88,t,"ЯОК ""ЭХП""",7.0
600,ФИО_600,51.81,t,ВНИИА им.Духова,3,51.81,t,ВНИИА им.Духова,3.0
601,ФИО_601,38.16,s,38.16,s,,,,
602,ФИО_602,68.2,t,АЭХК,4,68.2,t,АЭХК,4.0
603,ФИО_603,44.54,t,"АО ""ТВЭЛ"" 2",7,44.54,t,"АО ""ТВЭЛ"" 2",7.0
604,ФИО_604,58.83,t,"Команда ""АЭМ-2""",7,58.83,t,"Команда ""АЭМ-2""",7.0
605,ФИО_605,40.34,t,"Команда ""АЭМ-ЦКБМ""",3,40.34,t,"Команда ""АЭМ-ЦКБМ""",3.0
606,ФИО_606,43.45,t,АО АСЭ-2,2,43.45,t,АО АСЭ-2,2.0
607,ФИО_607,23.14,s,23.14,s,,,,
608,ФИО_608,38.4,t,Бабенко/Трифонов ЯОК,2,38.4,t,Бабенко/Трифонов ЯОК,2.0
609,ФИО_609,16.68,s,16.68,s,,,,
610,ФИО_610,44.65,t,Тузовский/Демешкевич ЯОК,2,44.65,t,Тузовский/Демешкевич ЯОК,2.0
611,ФИО_611,65.57,t,ГХК,4,65.57,t,ГХК,4.0
612,ФИО_612,72.8,s,72.8,s,,,,
613,ФИО_613,49.94111111,t,Рабочее место 4  Концерн команда 1,2,49.94111111,t,Рабочее место 4  Концерн команда 1,2.0
614,ФИО_614,59.38,t,МАЯК ЯОК,3,59.38,t,МАЯК ЯОК,3.0
615,ФИО_615,33.62,s,33.62,s,,,,
616,ФИО_616,27.19,s,27.19,s,,,,
617,ФИО_617,63.23,t,Рос СЭМ,3,63.23,t,Рос СЭМ,3.0
618,ФИО_618,69.04,t,ЛУЧ,3,69.04,t,ЛУЧ,3.0
619,ФИО_619,54.42,t,НВАЭС,2,54.42,t,НВАЭС,2.0
620,ФИО_620,42.73,s,42.73,s,,,,
621,ФИО_621,5,t,"АО ""ЕВРАЗ ЗСМК""",4,5,t,"АО ""ЕВРАЗ ЗСМК""",4.0
622,ФИО_622,13.37,s,13.37,s,,,,
623,ФИО_623,22.95,t,AKKUYU NÜKLEER,2,22.95,t,AKKUYU NÜKLEER,2.0
624,ФИО_624,40.32,s,40.32,s,,,,
625,ФИО_625,62.02,t,"АО ""ТВЭЛ"" 2",4,62.02,t,"АО ""ТВЭЛ"" 2",4.0
626,ФИО_626,22.27,s,22.27,s,,,,
627,ФИО_627,21.23,s,21.23,s,,,,
628,ФИО_628,68.39,t,"Команда ""АЭМ-1""",7,68.39,t,"Команда ""АЭМ-1""",7.0
629,ФИО_629,44.54,t,"АО ""ТВЭЛ"" 2",7,44.54,t,"АО ""ТВЭЛ"" 2",7.0
630,ФИО_630,47.1,s,47.1,s,,,,
631,ФИО_631,40.6,s,40.6,s,,,,
632,ФИО_632,37.64,s,37.64,s,,,,
633,ФИО_633,73.53,t,БалАЭС,3,73.53,t,БалАЭС,3.0
634,ФИО_634,42.11,s,42.11,s,,,,
635,ФИО_635,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт""",2,42.88555556,t,"Рабочее место 5 АО ""ПО ""старт""",2.0
636,ФИО_636,44.54,t,"АО ""ТВЭЛ"" 2",7,44.54,t,"АО ""ТВЭЛ"" 2",7.0
637,ФИО_637,44.97,t,БелАЭС,2,44.97,t,БелАЭС,2.0
638,ФИО_638,44.57,t,"Рабочее место 6 Команда ""АЭМ-""ОКБМ""",2,44.57,t,"Рабочее место 6 Команда ""АЭМ-""ОКБМ""",2.0
639,ФИО_639,16.35,s,16.35,s,,,,
640,ФИО_640,57.98,s,57.98,s,,,,
641,ФИО_641,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
642,ФИО_642,55.5,t,№ 8,2,55.5,t,№ 8,2.0
643,ФИО_643,4.03,t,"АО ""ТВЭЛ"" 2",2,4.03,t,"АО ""ТВЭЛ"" 2",2.0
644,ФИО_644,69.12,t,МИФИ,3,69.12,t,МИФИ,3.0
645,ФИО_645,59.39,t,"ЯОК ""МАЯК""",7,59.39,t,"ЯОК ""МАЯК""",7.0
646,ФИО_646,54.82,s,54.82,s,,,,
647,ФИО_647,59.39,t,"ЯОК ""МАЯК""",7,59.39,t,"ЯОК ""МАЯК""",7.0
648,ФИО_648,28.11,s,28.11,s,,,,
649,ФИО_649,19.47,t,"Салоп,Хвостиков ""АЭМ-""ЦКБМ-2""",2,19.47,t,"Салоп,Хвостиков ""АЭМ-""ЦКБМ-2""",2.0
650,ФИО_650,51.81,t,ВНИИА им.Духова,3,51.81,t,ВНИИА им.Духова,3.0
651,ФИО_651,42.69,t,"АО ""ТВЭЛ"" 1",7,42.69,t,"АО ""ТВЭЛ"" 1",7.0
652,ФИО_652,55.96,s,55.96,s,,,,
653,ФИО_653,33.58,s,33.58,s,,,,
654,ФИО_654,59.8,t,"Команда ""АЭМ-ЦКБМ""",3,59.8,t,"Команда ""АЭМ-ЦКБМ""",3.0
655,ФИО_655,58.71,t,ВНИИЭФ,2,58.71,t,ВНИИЭФ,2.0
656,ФИО_656,78.15,s,78.15,s,,,,
657,ФИО_657,40.58333333,t,Рабочее место 8 МАЯК ЯОК-2,2,40.58333333,t,Рабочее место 8 МАЯК ЯОК-2,2.0
658,ФИО_658,52.13,s,52.13,s,,,,
659,ФИО_659,13.35,t,"АО ""РИР"" + Петрозаводскмаш (АЭМ)",2,13.35,t,"АО ""РИР"" + Петрозаводскмаш (АЭМ)",2.0
660,ФИО_660,9.58,t,Концерн,2,9.58,t,Концерн,2.0
661,ФИО_661,41.88,t,Концерн команда-2,7,41.88,t,Концерн команда-2,7.0
662,ФИО_662,43.21333333,t,"Рабочее место 7 Команда ""АЭМ-Атоммаш-Сервис""",2,43.21333333,t,"Рабочее место 7 Команда ""АЭМ-Атоммаш-Сервис""",2.0
663,ФИО_663,38.1,s,38.1,s,,,,
664,ФИО_664,49.07,t,Концерн команда-1,7,49.07,t,Концерн команда-1,7.0
665,ФИО_665,4.34,t,Элерон,2,4.34,t,Элерон,2.0
666,ФИО_666,61.71,t,ПЗМ,3,61.71,t,ПЗМ,3.0
667,ФИО_667,10.23,t,НИЯУ МИФИ,2,10.23,t,НИЯУ МИФИ,2.0
668,ФИО_668,65.33,t,АСЭ Team-2,3,65.33,t,АСЭ Team-2,3.0
669,ФИО_669,56.03,t,"Команда ""АСЭ""",7,56.03,t,"Команда ""АСЭ""",7.0
670,ФИО_670,56.03,t,"Команда ""АСЭ""",7,56.03,t,"Команда ""АСЭ""",7.0
